Timestamp,SSID,RSSI (dBm),MAC Address,Voltage (mV),Current (A),Voltage (V),Power (W),SSID_Encoded
0:00:26,DIRECT-tLMFC-L2750DW_BR6394,-86,AE:D5:64:49:63:94,3363.649934414201,0.23893733050353708,3.3636499344142012,0.8037015360773269,4
0:00:26,MySpectrumWiFi7B-2G,-87,1C:B0:44:3E:6D:79,3366.8090197068677,0.459933338274909,3.3668090197068676,1.5485077117678536,11
0:00:39,Private,-70,6E:D7:9A:71:29:C0,3608.4844859190753,0.1087293587101958,3.6084844859190754,0.39234820406967164,13
0:00:39,College Inn Guest,-71,68:D7:9A:71:29:C0,4049.5128632644755,0.3655158744702357,4.049512863264476,1.480161235394583,3
0:00:39,TMan 5g,-72,A0:63:91:E3:0D:AF,3863.8900372842318,0.4853577736854202,3.8638900372842317,1.87536906626155,19
0:00:39,DIRECT-tLMFC-L2750DW_BR6394,-82,AE:D5:64:49:63:94,3582.458280396084,0.3240672733847368,3.582458280396084,1.1609574869425319,4
0:00:39,MySpectrumWiFi7B-2G,-83,1C:B0:44:3E:6D:79,4223.705789444759,0.4747289848132368,4.223705789444759,2.0051155615729015,11
0:00:39,SpectrumSetup-6D,-91,88:DE:7C:58:39:6B,3278.9877213040836,0.12090315171440952,3.2789877213040834,0.39643994993851356,16
0:00:39,Lackeytruck,-92,F0:AB:54:17:0D:42,3584.289297070436,0.26751732762966457,3.584289297070436,0.9588594942038919,9
0:00:52,College Inn Guest,-72,68:D7:9A:71:29:C0,3732.7236865873833,0.20406311638482047,3.7327236865873834,0.7617112280884574,3
0:00:52,Private,-73,6E:D7:9A:71:29:C0,3912.1399684340718,0.3923283859922919,3.912139968434072,1.5348435595916752,13
0:00:52,TMan 5g,-78,A0:63:91:E3:0D:AF,4570.351922786027,0.4925188361988987,4.570351922786027,2.250984410029973,19
0:00:52,DIRECT-tLMFC-L2750DW_BR6394,-82,AE:D5:64:49:63:94,3399.3475643167194,0.20261202497769915,3.3993475643167193,0.6887486936092199,4
0:00:52,MySpectrumWiFi7B-2G,-88,1C:B0:44:3E:6D:79,4028.4688768272235,0.3616698405896298,4.028468876827223,1.456975696502387,11
0:01:05,Private,-72,6E:D7:9A:71:29:C0,4184.829137724085,0.17923905310389607,4.184829137724085,0.7500848120472589,13
0:01:05,College Inn Guest,-72,68:D7:9A:71:29:C0,3092.9008254399955,0.32613210182864394,3.0929008254399957,1.0086942469482936,3
0:01:05,TMan 5g,-77,A0:63:91:E3:0D:AF,4215.089703802877,0.2855729946753345,4.215089703802877,1.2037157895401562,19
0:01:05,DIRECT-tLMFC-L2750DW_BR6394,-77,AE:D5:64:49:63:94,3341.0482473745833,0.4888021318526149,3.3410482473745833,1.633111505939139,4
0:01:05,MySpectrumWiFi7B-2G,-86,1C:B0:44:3E:6D:79,3130.103185970559,0.3434109090785866,3.130103185970559,1.07491158060393,11
0:01:18,College Inn Guest,-70,68:D7:9A:71:29:C0,4897.771074506667,0.2398025488347275,4.897771074506667,1.1744979872757009,3
0:01:18,Private,-71,6E:D7:9A:71:29:C0,4931.264066149119,0.14563831395517335,4.931264066149119,0.7181809842616901,13
0:01:18,TMan 5g,-75,A0:63:91:E3:0D:AF,4616.794696232922,0.16049873149397384,4.6167946962329225,0.7409896923134903,19
0:01:30,Private,-72,6E:D7:9A:71:29:C0,3609.2275383467413,0.19012677198049405,3.609227538346741,0.6862107812089707,13
0:01:30,College Inn Guest,-72,68:D7:9A:71:29:C0,3195.344228012768,0.2003866645361192,3.1953442280127677,0.6403043718962192,3
0:01:30,TMan 5g,-84,A0:63:91:E3:0D:AF,4368.466053024314,0.4402464231364551,4.368466053024314,1.923201554436982,19
0:01:30,DIRECT-tLMFC-L2750DW_BR6394,-85,AE:D5:64:49:63:94,3880.3049874792027,0.32448911531300995,3.8803049874792026,1.2591167325317867,4
0:01:30,MySpectrumWiFi7B-2G,-89,1C:B0:44:3E:6D:79,3244.0764696895576,0.3093563645497466,3.2440764696895577,1.0035757029845378,11
0:01:43,Private,-71,6E:D7:9A:71:29:C0,3990.3538202225404,0.145907548747687,3.9903538202225404,0.5822227445446393,13
0:01:43,College Inn Guest,-72,68:D7:9A:71:29:C0,3068.7770422304366,0.44405587733977403,3.0687770422304363,1.3627084818477933,3
0:01:43,TMan 5g,-77,A0:63:91:E3:0D:AF,4818.640804157564,0.3891257212833935,4.818640804157564,1.8750570785234033,19
0:01:43,DIRECT-tLMFC-L2750DW_BR6394,-80,AE:D5:64:49:63:94,3517.559963200034,0.12706734476000064,3.517559963200034,0.4469670045579139,4
0:01:43,MySpectrumWiFi7B-2G,-90,1C:B0:44:3E:6D:79,4325.044568707964,0.38313403889190745,4.3250445687079635,1.65707179399659,11
0:01:43,SpectrumSetup-6D,-90,88:DE:7C:58:39:6B,3623.4221521788218,0.31741528693705845,3.6234221521788217,1.1501295821279345,16
0:01:56,College Inn Guest,-71,68:D7:9A:71:29:C0,4040.1360423556216,0.13269013829871132,4.040136042355622,0.5360862102057756,3
0:01:56,Private,-72,6E:D7:9A:71:29:C0,4093.420558686559,0.2833202566114626,4.093420558686559,1.1597489631057125,13
0:01:56,TMan 5g,-76,A0:63:91:E3:0D:AF,3369.708911051054,0.29387851485201877,3.3697089110510543,0.9902850502632973,19
0:01:56,DIRECT-tLMFC-L2750DW_BR6394,-84,AE:D5:64:49:63:94,4939.169255529117,0.1663098160653103,4.939169255529118,0.8214323304024832,4
0:01:56,MySpectrumWiFi7B-2G,-87,1C:B0:44:3E:6D:79,4550.26564672223,0.4782792588001129,4.55026564672223,2.1762976808579246,11
0:02:09,College Inn Guest,-72,68:D7:9A:71:29:C0,4878.997883128378,0.4399901485922648,4.878997883128378,2.1467110035790005,3
0:02:09,Private,-72,6E:D7:9A:71:29:C0,4789.654700855298,0.36760893493164337,4.789654700855298,1.760719863271755,13
0:02:09,TMan 5g,-81,A0:63:91:E3:0D:AF,4195.79995762217,0.2849182244002429,4.19579995762217,1.1954598738643232,19
0:02:09,DIRECT-tLMFC-L2750DW_BR6394,-83,AE:D5:64:49:63:94,4843.748470046234,0.26470621663380345,4.843748470046234,1.2821703318317124,4
0:02:09,MySpectrumWiFi7B-2G,-90,1C:B0:44:3E:6D:79,3176.985004103839,0.3603893868603817,3.1769850041038388,1.1449516776936097,11
0:02:22,TMan 5g,-79,A0:63:91:E3:0D:AF,3391.9657248382905,0.31817274776276216,3.3919657248382906,1.0792310549889081,19
0:02:22,DIRECT-tLMFC-L2750DW_BR6394,-81,AE:D5:64:49:63:94,3090.4545778210763,0.12490924235275425,3.090454577821076,0.3860263398412316,4
0:02:22,MySpectrumWiFi7B-2G,-91,1C:B0:44:3E:6D:79,3650.6606615265287,0.3050010595081327,3.6506606615265285,1.1134553696702518,11
0:02:35,College Inn Guest,-70,68:D7:9A:71:29:C0,3777.354579378964,0.4225614468931358,3.777354579378964,1.5961644164907873,3
0:02:35,Private,-71,6E:D7:9A:71:29:C0,3542.6980635477917,0.2836959510387832,3.5426980635477916,1.0050490963814462,13
0:02:35,DIRECT-tLMFC-L2750DW_BR6394,-76,AE:D5:64:49:63:94,4657.475018303859,0.12078263102170737,4.657475018303859,0.5625420866286147,4
0:02:35,TMan 5g,-84,A0:63:91:E3:0D:AF,3713.5066533871786,0.41451127975361324,3.713506653387179,1.5392903952690768,19
0:02:35,MySpectrumWiFi7B-2G,-92,1C:B0:44:3E:6D:79,3561.8690193747616,0.18054551285438977,3.5618690193747615,0.6430794688231787,11
0:02:48,Private,-70,6E:D7:9A:71:29:C0,4085.392166316497,0.20344833395521553,4.085392166316497,0.8311662297907801,13
0:02:48,College Inn Guest,-70,68:D7:9A:71:29:C0,3281.8484499495253,0.16588254137291836,3.2818484499495253,0.5444013612784001,3
0:02:48,DIRECT-tLMFC-L2750DW_BR6394,-78,AE:D5:64:49:63:94,4604.39396150808,0.23208602594859903,4.60439396150808,1.068615496428137,4
0:02:48,MySpectrumWiFi7B-2G,-83,1C:B0:44:3E:6D:79,3149.101287359542,0.402700602275454,3.149101287359542,1.268144985046095,11
0:02:48,SpectrumSetup-6D,-90,88:DE:7C:58:39:6B,4973.773873201035,0.30775434380157496,4.973773873201035,1.5307005145644024,16
0:03:01,DIRECT-tLMFC-L2750DW_BR6394,-72,AE:D5:64:49:63:94,4544.489538593315,0.18195250966028503,4.544489538593315,0.8268812766719644,4
0:03:01,TMan 5g,-73,A0:63:91:E3:0D:AF,3397.4313630683446,0.45113203126081636,3.3974313630683444,1.5326901118902263,19
0:03:01,Private,-77,6E:D7:9A:71:29:C0,3011.0442342472047,0.45183274198061174,3.011044234247205,1.360488372584826,13
0:03:01,College Inn Guest,-77,68:D7:9A:71:29:C0,4630.922856909669,0.44823137001840274,4.6309228569096685,2.075724896602156,3
0:03:01,MySpectrumWiFi7B-2G,-86,1C:B0:44:3E:6D:79,4413.714687695234,0.19551848455261572,4.413714687695234,0.8629628069857938,11
0:03:14,Private,-61,6E:D7:9A:71:29:C0,4458.014336081975,0.2804957376723952,4.458014336081975,1.2504540197534268,13
0:03:14,College Inn Guest,-61,68:D7:9A:71:29:C0,4542.540693371891,0.4939958624563501,4.542540693371891,2.2439963075653138,3
0:03:14,TMan 5g,-66,A0:63:91:E3:0D:AF,3148.089303468181,0.4088049905239962,3.148089303468181,1.2869546178730036,19
0:03:14,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3716.9314570885454,0.11086696849022393,3.7169314570885454,0.4120849227333579,16
0:03:27,TMan 5g,-63,A0:63:91:E3:0D:AF,3231.7381190502592,0.12608183650419683,3.2317381190502594,0.4074634771504754,19
0:03:27,Private,-65,6E:D7:9A:71:29:C0,4726.206851751187,0.28557255072493315,4.726206851751187,1.3496749459082424,13
0:03:27,College Inn Guest,-65,68:D7:9A:71:29:C0,4246.596253655116,0.4636880823446241,4.246596253655116,1.9690960733492056,3
0:03:27,DIRECT-tLMFC-L2750DW_BR6394,-75,AE:D5:64:49:63:94,3661.796049705298,0.31548071918108567,3.6617960497052984,1.155226051255486,4
0:03:27,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3127.116700572047,0.2991250032137161,3.127116700572047,0.9353987931082789,16
0:03:39,Private,-61,6E:D7:9A:71:29:C0,3621.9646434313245,0.14218947998265224,3.6219646434313244,0.5150052691650525,13
0:03:39,College Inn Guest,-61,68:D7:9A:71:29:C0,3650.366644053494,0.3627120418897176,3.650366644053494,1.324031939110759,3
0:03:39,TMan 5g,-68,A0:63:91:E3:0D:AF,4459.212356676128,0.42884126424009017,4.459212356676129,1.912294264552023,19
0:03:39,DIRECT-tLMFC-L2750DW_BR6394,-85,AE:D5:64:49:63:94,4275.1149427104265,0.25216800300302494,4.2751149427104265,1.0780471977116797,4
0:03:39,MySpectrumWiFi7B-2G,-87,1C:B0:44:3E:6D:79,4774.425485152653,0.41024474037013103,4.774425485152653,1.9586829435729871,11
0:03:39,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3944.429850323899,0.4857906615603247,3.944429850323899,1.9161671864671392,16
0:03:52,Private,-61,6E:D7:9A:71:29:C0,3239.1884918766036,0.18150658365107564,3.2391884918766034,0.5879340369624022,13
0:03:52,College Inn Guest,-62,68:D7:9A:71:29:C0,4426.48957444599,0.3093318524778965,4.42648957444599,1.3692542200374738,3
0:03:52,TMan 5g,-66,A0:63:91:E3:0D:AF,4521.5700972337945,0.21485518323383024,4.521570097233795,0.9714827717457746,19
0:03:52,DIRECT-tLMFC-L2750DW_BR6394,-71,AE:D5:64:49:63:94,4122.554395138993,0.4171417676135357,4.122554395138993,1.7196896274712299,4
0:03:52,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,4541.934359909122,0.331037346352463,4.5419343599091215,1.5035498978113884,16
0:04:05,Private,-62,6E:D7:9A:71:29:C0,3987.5911927287816,0.35383296702012157,3.9875911927287815,1.4109412229865301,13
0:04:05,College Inn Guest,-62,68:D7:9A:71:29:C0,4045.4656587639884,0.4191656638463577,4.045465658763988,1.6957202984234498,3
0:04:05,TMan 5g,-66,A0:63:91:E3:0D:AF,3855.082036717099,0.25838818906498195,3.855082036717099,0.9961076661642735,19
0:04:05,DIRECT-tLMFC-L2750DW_BR6394,-76,AE:D5:64:49:63:94,3050.8382534881903,0.46603602736281735,3.05083825348819,1.421800539782152,4
0:04:05,MySpectrumWiFi7B-2G,-86,1C:B0:44:3E:6D:79,3215.782853986609,0.313211546898456,3.215782853986609,1.0072203221866773,11
0:04:05,SpectrumSetup-6D,-86,88:DE:7C:58:39:6B,3062.8583713734683,0.1631819291341392,3.0628583713734683,0.4998031377053703,16
0:04:18,College Inn Guest,-62,68:D7:9A:71:29:C0,4272.820822527561,0.378359647267521,4.272820822527561,1.616662979248847,3
0:04:18,Private,-63,6E:D7:9A:71:29:C0,3628.7119621526535,0.41730454017530183,3.6287119621526536,1.5142779767947303,13
0:04:18,TMan 5g,-66,A0:63:91:E3:0D:AF,4017.1413823294056,0.22670467082701068,4.017141382329406,0.9107047147465507,19
0:04:18,DIRECT-tLMFC-L2750DW_BR6394,-76,AE:D5:64:49:63:94,4815.132947852186,0.44287170279950117,4.815132947852185,2.132486127821279,4
0:04:18,SpectrumSetup-6D,-86,88:DE:7C:58:39:6B,3498.5844582977497,0.46245730190630663,3.4985844582977497,1.6179459290757146,16
0:04:18,MySpectrumWiFi7B-2G,-89,1C:B0:44:3E:6D:79,3820.7658460712596,0.21076179495112357,3.8207658460712595,0.805271467805927,11
0:04:31,Private,-63,6E:D7:9A:71:29:C0,4511.102277086097,0.49340858908608887,4.511102277086097,2.225816609760094,13
0:04:31,College Inn Guest,-63,68:D7:9A:71:29:C0,3457.596330983245,0.15628461121950338,3.457596330983245,0.5403690983416978,3
0:04:31,TMan 5g,-66,A0:63:91:E3:0D:AF,3153.959819657586,0.180806267360996,3.153959819657586,0.5702557023988483,19
0:04:31,DIRECT-tLMFC-L2750DW_BR6394,-80,AE:D5:64:49:63:94,3579.502905827536,0.17368993569521046,3.579502905827536,0.6217236295340037,4
0:04:31,MySpectrumWiFi7B-2G,-89,1C:B0:44:3E:6D:79,3322.442574508009,0.4575958840031482,3.322442574508009,1.520336046931688,11
0:04:44,Private,-61,6E:D7:9A:71:29:C0,4859.395304685146,0.3617170209299848,4.859395304685146,1.7577259931318667,13
0:04:44,College Inn Guest,-63,68:D7:9A:71:29:C0,4616.240759128834,0.16084171328890917,4.616240759128834,0.7424840726523764,3
0:04:44,TMan 5g,-65,A0:63:91:E3:0D:AF,4266.807513020847,0.2761293673473396,4.266807513020847,1.1781908591633221,19
0:04:44,DIRECT-tLMFC-L2750DW_BR6394,-78,AE:D5:64:49:63:94,4742.921180375435,0.3461192100279208,4.742921180375435,1.6416161321762393,4
0:04:44,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,4607.344153798229,0.13338563399575332,4.607344153798229,0.6145535209910044,16
0:04:57,Private,-61,6E:D7:9A:71:29:C0,3373.140117772072,0.4529665473629355,3.373140117772072,1.527919632918621,13
0:04:57,College Inn Guest,-62,68:D7:9A:71:29:C0,4785.117996979956,0.42144141417661407,4.785117996979956,2.0166468956491994,3
0:04:57,TMan 5g,-67,A0:63:91:E3:0D:AF,4078.6844838313013,0.3020827094306553,4.078684483831301,1.2321000597885332,19
0:04:57,DIRECT-tLMFC-L2750DW_BR6394,-75,AE:D5:64:49:63:94,4614.880310328125,0.48685064610366824,4.614880310328125,2.2467574607743446,4
0:04:57,MySpectrumWiFi7B-2G,-86,1C:B0:44:3E:6D:79,4792.182599846987,0.26710439171003986,4.792182599846987,1.2800130182955667,11
0:04:57,SpectrumSetup-6D,-86,88:DE:7C:58:39:6B,3636.0069499437277,0.4936441276145992,3.6360069499437278,1.794893478805591,16
0:05:10,Private,-63,6E:D7:9A:71:29:C0,3220.1038490553537,0.36716799952145085,3.220103849055354,1.1823190885089783,13
0:05:10,College Inn Guest,-64,68:D7:9A:71:29:C0,3455.8703250838835,0.35386850930157665,3.4558703250838834,1.222923680276989,3
0:05:10,TMan 5g,-66,A0:63:91:E3:0D:AF,3854.2155772525125,0.16638195811831402,3.8542155772525124,0.6412719347533811,19
0:05:10,DIRECT-tLMFC-L2750DW_BR6394,-79,AE:D5:64:49:63:94,4636.029531844986,0.45277110332185766,4.6360295318449865,2.0990602061661696,4
0:05:10,MySpectrumWiFi7B-2G,-88,1C:B0:44:3E:6D:79,4721.461166512687,0.2709958751682461,4.721461166512687,1.2794965008919936,11
0:05:10,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3013.9042610623815,0.16489336231299173,3.0139042610623816,0.4969728072960289,16
0:05:23,College Inn Guest,-62,68:D7:9A:71:29:C0,4021.4946051551315,0.10504300799030362,4.021494605155132,0.42242988994227343,3
0:05:23,Private,-63,6E:D7:9A:71:29:C0,3834.822006297558,0.32390227345535305,3.834822006297558,1.2421075661363972,13
0:05:23,TMan 5g,-67,A0:63:91:E3:0D:AF,3444.2156209414607,0.3109598488490706,3.4442156209414607,1.0710127688915643,19
0:05:23,DIRECT-tLMFC-L2750DW_BR6394,-76,AE:D5:64:49:63:94,3239.7307346673656,0.3877414489476635,3.2397307346673654,1.2561778892602027,4
0:05:36,Private,-61,6E:D7:9A:71:29:C0,3675.230342807256,0.4561032212071209,3.675230342807256,1.6762843980325406,13
0:05:36,College Inn Guest,-61,68:D7:9A:71:29:C0,4885.819407825038,0.13176263385721182,4.885819407825038,0.64376843372571,3
0:05:36,TMan 5g,-67,A0:63:91:E3:0D:AF,3646.4058640415105,0.392598596136145,3.6464058640415105,1.431573823165304,19
0:05:36,DIRECT-tLMFC-L2750DW_BR6394,-77,AE:D5:64:49:63:94,4037.581243486732,0.1749647776390329,4.037581243486732,0.706434504466186,4
0:05:49,TMan 5g,-66,A0:63:91:E3:0D:AF,4406.037917790356,0.44327082126286566,4.406037917790356,1.9530680463342578,19
0:05:49,College Inn Guest,-66,68:D7:9A:71:29:C0,3727.259204758588,0.42762540554466244,3.727259204758588,1.5938707290049672,3
0:05:49,Private,-67,6E:D7:9A:71:29:C0,4943.564165441921,0.31631750199421776,4.943564165441922,1.5637358677607185,13
0:05:49,DIRECT-tLMFC-L2750DW_BR6394,-75,AE:D5:64:49:63:94,4924.894589884223,0.3840971194493247,4.924894589884223,1.8916378255660935,4
0:05:49,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3503.5645916507283,0.22574004527349936,3.5035645916507283,0.7908948295378647,16
0:06:01,TMan 5g,-65,A0:63:91:E3:0D:AF,3994.4970117847706,0.28846715957312585,3.9944970117847705,1.1522812069128918,19
0:06:01,Private,-65,6E:D7:9A:71:29:C0,3601.7566196335392,0.4286547590841887,3.601756619633539,1.5439101160688966,13
0:06:01,College Inn Guest,-66,68:D7:9A:71:29:C0,3569.6809887549352,0.28370607886928556,3.5696809887549352,1.0127401961338969,3
0:06:01,DIRECT-tLMFC-L2750DW_BR6394,-77,AE:D5:64:49:63:94,3073.7738947090656,0.24311930613017674,3.0737738947090656,0.747293776482719,4
0:06:14,Private,-61,6E:D7:9A:71:29:C0,4219.128667959794,0.29768497890011997,4.219128667959795,1.2559712284985027,13
0:06:14,College Inn Guest,-62,68:D7:9A:71:29:C0,4005.358046457723,0.43129970097488735,4.005358046457723,1.727509727734575,3
0:06:14,DIRECT-tLMFC-L2750DW_BR6394,-82,AE:D5:64:49:63:94,3102.9575024999785,0.2340832189483491,3.1029575024999785,0.726350280445125,4
0:06:14,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3557.2929284732227,0.16950463725429754,3.5572929284732226,0.6029776474481314,16
0:06:27,Private,-62,6E:D7:9A:71:29:C0,4816.531771933307,0.38480560813231235,4.816531771933307,1.8534284375874002,13
0:06:27,College Inn Guest,-62,68:D7:9A:71:29:C0,3479.123781333945,0.43039128508323277,3.479123781333945,1.4973845552119527,3
0:06:27,TMan 5g,-72,A0:63:91:E3:0D:AF,3289.789744182446,0.14025499140941333,3.289789744182446,0.4614094323090851,19
0:06:27,DIRECT-tLMFC-L2750DW_BR6394,-76,AE:D5:64:49:63:94,3978.905520555126,0.1959496451023779,3.978905520555126,0.7796651246486691,4
0:06:27,MySpectrumWiFi7B-2G,-86,1C:B0:44:3E:6D:79,4971.300908221201,0.15678879590439757,4.971300908221201,0.7794442834784401,11
0:06:27,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3484.110543023001,0.23917656463286666,3.484110543023001,0.833317590481393,16
0:06:40,Private,-62,6E:D7:9A:71:29:C0,4344.271094811757,0.2801403915621651,4.3442710948117575,1.2170058055527613,13
0:06:40,College Inn Guest,-62,68:D7:9A:71:29:C0,4523.239230657435,0.39953053478532263,4.523239230657435,1.8071721887865162,3
0:06:40,TMan 5g,-70,A0:63:91:E3:0D:AF,3475.2750879847995,0.36045903395266965,3.4752750879847993,1.2526943009347797,19
0:06:40,DIRECT-tLMFC-L2750DW_BR6394,-75,AE:D5:64:49:63:94,4456.4326972237195,0.34837142699137247,4.456432697223719,1.552493818022838,4
0:06:40,SpectrumSetup-6D,-91,88:DE:7C:58:39:6B,3735.5662654385064,0.24094997864386178,3.7355662654385062,0.9000846118801386,16
0:06:53,College Inn Guest,-62,68:D7:9A:71:29:C0,4264.6116611871585,0.436579021233904,4.264611661187159,1.8618399849837832,3
0:06:53,Private,-63,6E:D7:9A:71:29:C0,4267.05942152179,0.28851486695926587,4.26705942152179,1.2311100813076412,13
0:06:53,DIRECT-tLMFC-L2750DW_BR6394,-70,AE:D5:64:49:63:94,4071.5493681495172,0.4916419752060618,4.071549368149517,2.0017445735060213,4
0:06:53,TMan 5g,-71,A0:63:91:E3:0D:AF,3180.5795401088167,0.3536568553182947,3.1805795401088166,1.1248337582445922,19
0:06:53,MySpectrumWiFi7B-2G,-84,1C:B0:44:3E:6D:79,4670.604991178476,0.1505058966258011,4.670604991178476,0.7029535919822584,11
0:06:53,SpectrumSetup-6D,-91,88:DE:7C:58:39:6B,3641.5601299434716,0.3704710248301736,3.6415601299434717,1.349092513320858,16
0:07:06,College Inn Guest,-62,68:D7:9A:71:29:C0,3373.0370207997084,0.2300416061726796,3.3730370207997082,0.775938853944675,3
0:07:06,Private,-63,6E:D7:9A:71:29:C0,3081.5502831095278,0.374530878674439,3.081550283109528,1.1541357352124777,13
0:07:06,TMan 5g,-70,A0:63:91:E3:0D:AF,4181.785886376483,0.1278564592649623,4.181785886376483,0.5346683368362891,19
0:07:06,DIRECT-tLMFC-L2750DW_BR6394,-75,AE:D5:64:49:63:94,4355.128723684565,0.16995257487038376,4.355128723684564,0.7401653404821598,4
0:07:06,MySpectrumWiFi7B-2G,-85,1C:B0:44:3E:6D:79,3033.1756578557124,0.4422949035623146,3.0331756578557125,1.3415581350788526,11
0:07:19,Private,-60,6E:D7:9A:71:29:C0,4024.186116598562,0.19087182280940596,4.024186116598562,0.7681037393994722,13
0:07:19,College Inn Guest,-60,68:D7:9A:71:29:C0,3452.991550395876,0.43481645009717607,3.452991550395876,1.501417528158679,3
0:07:19,TMan 5g,-64,A0:63:91:E3:0D:AF,4290.345580818899,0.21171043538176418,4.290345580818899,0.908310930853397,19
0:07:19,DIRECT-tLMFC-L2750DW_BR6394,-69,AE:D5:64:49:63:94,3348.732858009983,0.35715276402348306,3.348732858009983,1.1960091962145234,4
0:07:19,MySpectrumWiFi7B-2G,-86,1C:B0:44:3E:6D:79,4381.875476204932,0.3776602294039324,4.381875476204932,1.6548600975630203,11
0:07:19,SpectrumSetup-6D,-88,88:DE:7C:58:39:6B,3773.470692601075,0.3050619012580212,3.773470692601075,1.1511421438263059,16
0:07:32,College Inn Guest,-65,68:D7:9A:71:29:C0,4873.459977473469,0.22212427067869253,4.873459977473469,1.0825137431780916,3
0:07:32,Private,-65,6E:D7:9A:71:29:C0,3275.0418882919867,0.18505775054843845,3.2750418882919865,0.6060718847992252,13
0:07:32,TMan 5g,-71,A0:63:91:E3:0D:AF,3682.1327021005172,0.1132757418249705,3.682132702100517,0.4170963133284192,19
0:07:32,DIRECT-tLMFC-L2750DW_BR6394,-73,AE:D5:64:49:63:94,3226.947042481178,0.22157856049628954,3.226947042481178,0.7150222804707383,4
0:07:32,MySpectrumWiFi7B-2G,-91,1C:B0:44:3E:6D:79,4849.387236557126,0.3612651162125132,4.849387236557126,1.7519144435742886,11
0:07:45,College Inn Guest,-62,68:D7:9A:71:29:C0,4754.6787067619625,0.47532192737939305,4.754678706761963,2.260003046967856,3
0:07:45,Private,-63,6E:D7:9A:71:29:C0,3515.8832554303112,0.44848179290522083,3.515883255430311,1.5768096260408304,13
0:07:45,TMan 5g,-71,A0:63:91:E3:0D:AF,4319.968092068359,0.40642591061412103,4.3199680920683585,1.7557469656428297,19
0:07:45,DIRECT-tLMFC-L2750DW_BR6394,-77,AE:D5:64:49:63:94,4634.444400402432,0.4153789373013195,4.634444400402431,1.9250505900212127,4
0:07:45,MySpectrumWiFi7B-2G,-93,1C:B0:44:3E:6D:79,4110.401623198924,0.3659939613903981,4.110401623198924,1.5043821729800966,11
0:07:58,College Inn Guest,-63,68:D7:9A:71:29:C0,4059.301156712013,0.2041147430264012,4.059301156712013,0.8285632124690456,3
0:07:58,Private,-64,6E:D7:9A:71:29:C0,3483.7045818009033,0.46287801228233194,3.4837045818009034,1.6125302522028546,13
0:07:58,TMan 5g,-74,A0:63:91:E3:0D:AF,3186.2055356117985,0.36829292476233366,3.1862055356117986,1.1734569556044072,19
0:07:58,DIRECT-tLMFC-L2750DW_BR6394,-78,AE:D5:64:49:63:94,4794.431515906654,0.32417625239217596,4.794431515906654,1.5542408411775581,4
